CMDLINE C:\Users\Aeder\AppData\Local\Programs\Python\Python310\python.exe Run_test.py
MEM 210.589844 1654976899.8816
MEM 209.613281 1654976899.9936
MEM 169.160156 1654976900.1166
MEM 170.847656 1654976900.2256
MEM 169.851562 1654976900.3356
MEM 176.148438 1654976900.4466
MEM 184.777344 1654976900.5586
MEM 199.781250 1654976900.6696
MEM 206.875000 1654976900.7806
MEM 208.699219 1654976900.8916
MEM 208.710938 1654976901.0006
MEM 208.746094 1654976901.1126
MEM 208.746094 1654976901.2226
MEM 208.746094 1654976901.3336
MEM 208.746094 1654976901.4446
MEM 208.746094 1654976901.5556
MEM 208.746094 1654976901.6656
MEM 207.726562 1654976901.7776
MEM 206.425781 1654976901.8886
MEM 172.273438 1654976901.9986
MEM 174.781250 1654976902.1106
MEM 179.363281 1654976902.2216
MEM 186.792969 1654976902.3316
MEM 197.847656 1654976902.4426
MEM 209.601562 1654976902.5528
MEM 210.871094 1654976902.6627
MEM 212.375000 1654976902.7730
MEM 213.421875 1654976902.8840
MEM 213.507812 1654976902.9940
MEM 213.539062 1654976903.1050
MEM 213.546875 1654976903.2155
MEM 213.546875 1654976903.3265
MEM 213.542969 1654976903.4365
MEM 213.578125 1654976903.5470
MEM 213.589844 1654976903.6575
MEM 213.589844 1654976903.7685
MEM 213.593750 1654976903.8805
MEM 213.593750 1654976903.9915
MEM 213.652344 1654976904.1019
MEM 213.652344 1654976904.2129
MEM 213.652344 1654976904.3239
MEM 213.652344 1654976904.4349
MEM 213.652344 1654976904.5469
MEM 212.554688 1654976904.6569
MEM 213.730469 1654976904.7669
MEM 173.398438 1654976904.8779
MEM 171.160156 1654976904.9869
MEM 173.699219 1654976905.0969
MEM 178.566406 1654976905.2089
MEM 186.542969 1654976905.3189
MEM 195.769531 1654976905.4299
MEM 210.886719 1654976905.5409
MEM 222.386719 1654976905.6529
MEM 222.511719 1654976905.7639
MEM 224.871094 1654976905.8749
MEM 227.824219 1654976905.9859
MEM 227.820312 1654976906.0959
MEM 227.921875 1654976906.2069
MEM 225.140625 1654976906.3189
MEM 225.136719 1654976906.4299
MEM 225.203125 1654976906.5409
MEM 224.238281 1654976906.6499
MEM 172.960938 1654976906.7619
MEM 171.066406 1654976906.8729
MEM 173.574219 1654976906.9839
MEM 176.304688 1654976907.0949
MEM 183.148438 1654976907.2039
MEM 191.593750 1654976907.3119
MEM 203.820312 1654976907.4229
MEM 215.128906 1654976907.5339
MEM 221.531250 1654976907.6449
MEM 221.531250 1654976907.7549
MEM 226.316406 1654976907.8659
MEM 226.316406 1654976907.9779
MEM 226.343750 1654976908.0889
MEM 226.410156 1654976908.1999
MEM 224.406250 1654976908.3099
MEM 224.460938 1654976908.4209
MEM 224.460938 1654976908.5309
MEM 223.386719 1654976908.6402
MEM 212.417969 1654976908.7522
MEM 212.449219 1654976908.8622
MEM 211.449219 1654976908.9712
MEM 212.894531 1654976909.0812
MEM 213.054688 1654976909.1892
MEM 214.355469 1654976909.2982
MEM 213.105469 1654976909.4092
MEM 221.238281 1654976909.5202
MEM 224.140625 1654976909.6322
MEM 224.554688 1654976909.7432
MEM 226.230469 1654976909.8542
MEM 226.234375 1654976909.9662
MEM 227.187500 1654976910.0772
MEM 225.824219 1654976910.1872
MEM 225.824219 1654976910.2972
MEM 225.832031 1654976910.4085
MEM 224.699219 1654976910.5175
MEM 207.792969 1654976910.6245
MEM 210.351562 1654976910.7345
MEM 216.601562 1654976910.8435
MEM 220.136719 1654976910.9545
MEM 220.210938 1654976911.0645
MEM 220.222656 1654976911.1755
MEM 224.750000 1654976911.2865
MEM 233.914062 1654976911.3975
MEM 233.914062 1654976911.5095
MEM 239.484375 1654976911.6215
MEM 239.480469 1654976911.7325
MEM 239.414062 1654976911.8435
MEM 238.468750 1654976911.9545
MEM 238.414062 1654976912.0635
MEM 238.414062 1654976912.1735
MEM 238.421875 1654976912.2845
MEM 238.093750 1654976912.3955
MEM 229.074219 1654976912.5065
MEM 214.457031 1654976912.6165
MEM 216.988281 1654976912.7285
MEM 218.292969 1654976912.8395
MEM 218.343750 1654976912.9495
MEM 218.398438 1654976913.0605
MEM 218.371094 1654976913.1705
MEM 220.812500 1654976913.2805
MEM 228.964844 1654976913.3915
MEM 228.968750 1654976913.5025
MEM 231.664062 1654976913.6117
MEM 231.679688 1654976913.7227
MEM 231.652344 1654976913.8337
MEM 232.617188 1654976913.9447
MEM 230.539062 1654976914.0557
MEM 230.542969 1654976914.1657
MEM 230.558594 1654976914.2777
MEM 229.437500 1654976914.3877
MEM 223.152344 1654976914.4977
MEM 215.691406 1654976914.6087
MEM 214.691406 1654976914.7187
MEM 215.984375 1654976914.8297
MEM 216.000000 1654976914.9407
MEM 216.109375 1654976915.0477
MEM 216.085938 1654976915.1577
MEM 222.074219 1654976915.2687
MEM 225.136719 1654976915.3787
MEM 225.199219 1654976915.4907
MEM 225.242188 1654976915.6008
MEM 225.242188 1654976915.7128
MEM 224.152344 1654976915.8217
MEM 214.445312 1654976915.9318
MEM 216.968750 1654976916.0437
MEM 223.210938 1654976916.1537
MEM 223.242188 1654976916.2658
MEM 223.238281 1654976916.3768
MEM 223.156250 1654976916.4888
MEM 229.835938 1654976916.5997
MEM 233.105469 1654976916.7097
MEM 234.050781 1654976916.8218
MEM 234.089844 1654976916.9318
MEM 234.097656 1654976917.0428
MEM 232.953125 1654976917.1528
MEM 234.746094 1654976917.2637
MEM 225.000000 1654976917.3748
MEM 211.851562 1654976917.4858
MEM 214.359375 1654976917.5958
MEM 215.644531 1654976917.7058
MEM 215.628906 1654976917.8137
MEM 217.089844 1654976917.9248
MEM 218.121094 1654976918.0347
MEM 223.484375 1654976918.1458
MEM 224.460938 1654976918.2568
MEM 224.460938 1654976918.3677
MEM 223.324219 1654976918.4857
MEM 224.640625 1654976918.5897
MEM 214.402344 1654976918.7107
MEM 214.437500 1654976918.8107
MEM 212.437500 1654976918.9207
MEM 213.726562 1654976919.0307
MEM 213.730469 1654976919.1417
MEM 213.722656 1654976919.2517
MEM 213.648438 1654976919.3627
MEM 221.277344 1654976919.4747
MEM 224.621094 1654976919.5847
MEM 223.617188 1654976919.6957
MEM 223.617188 1654976919.8077
MEM 222.472656 1654976919.9187
MEM 221.199219 1654976920.0287
MEM 216.148438 1654976920.1397
MEM 218.957031 1654976920.2487
MEM 224.285156 1654976920.3597
MEM 224.312500 1654976920.4697
MEM 225.746094 1654976920.5817
MEM 226.753906 1654976920.6918
MEM 233.363281 1654976920.8028
MEM 233.265625 1654976920.9138
MEM 233.285156 1654976921.0237
MEM 232.140625 1654976921.1367
MEM 237.167969 1654976921.2447
MEM 191.140625 1654976921.3557
MEM 179.750000 1654976921.4658
MEM 187.941406 1654976921.5768
MEM 206.890625 1654976921.6867
MEM 208.375000 1654976921.7957
MEM 208.375000 1654976921.9067
MEM 208.835938 1654976922.0178
MEM 208.835938 1654976922.1277
MEM 209.054688 1654976922.2377
MEM 208.085938 1654976922.3467
MEM 204.765625 1654976922.4588
MEM 201.042969 1654976922.5707
MEM 201.046875 1654976922.6798
MEM 204.492188 1654976922.7898
MEM 204.496094 1654976922.8997
MEM 204.558594 1654976923.0098
MEM 204.562500 1654976923.1207
MEM 204.562500 1654976923.2317
MEM 204.562500 1654976923.3418
MEM 204.562500 1654976923.4527
MEM 203.484375 1654976923.5637
MEM 202.703125 1654976923.6757
MEM 206.527344 1654976923.7877
MEM 206.597656 1654976923.8967
MEM 209.093750 1654976924.0087
MEM 209.093750 1654976924.1177
MEM 209.152344 1654976924.2317
MEM 209.152344 1654976924.3407
MEM 209.152344 1654976924.4497
MEM 208.003906 1654976924.5617
MEM 209.363281 1654976924.6717
MEM 204.285156 1654976924.7807
MEM 182.960938 1654976924.8917
MEM 182.906250 1654976925.0007
MEM 185.382812 1654976925.1087
MEM 185.382812 1654976925.2187
MEM 185.375000 1654976925.3287
MEM 185.375000 1654976925.4357
MEM 185.375000 1654976925.5447
MEM 184.230469 1654976925.6557
MEM 185.824219 1654976925.7647
MEM 179.320312 1654976925.8747
MEM 183.136719 1654976925.9848
MEM 185.593750 1654976926.0938
MEM 187.386719 1654976926.2048
MEM 187.390625 1654976926.3128
MEM 187.382812 1654976926.4218
MEM 187.386719 1654976926.5317
MEM 187.375000 1654976926.6428
MEM 186.238281 1654976926.7527
MEM 183.964844 1654976926.8648
MEM 193.417969 1654976926.9757
MEM 193.421875 1654976927.0877
MEM 196.867188 1654976927.1978
MEM 196.871094 1654976927.3087
MEM 196.867188 1654976927.4188
MEM 196.871094 1654976927.5288
MEM 196.871094 1654976927.6397
MEM 196.867188 1654976927.7497
MEM 196.867188 1654976927.8588
MEM 195.718750 1654976927.9707
MEM 201.351562 1654976928.0788
MEM 192.480469 1654976928.1887
MEM 186.343750 1654976928.2997
MEM 186.300781 1654976928.4107
MEM 189.304688 1654976928.5217
MEM 189.308594 1654976928.6328
MEM 189.304688 1654976928.7437
MEM 189.312500 1654976928.8557
MEM 189.304688 1654976928.9647
MEM 189.308594 1654976929.0747
MEM 189.308594 1654976929.1867
MEM 188.160156 1654976929.2977
MEM 187.203125 1654976929.4107
MEM 185.996094 1654976929.5177
MEM 188.562500 1654976929.6297
MEM 189.726562 1654976929.7407
MEM 190.734375 1654976929.8497
MEM 190.734375 1654976929.9617
MEM 190.730469 1654976930.0717
MEM 190.730469 1654976930.1817
MEM 190.726562 1654976930.2937
MEM 189.585938 1654976930.4027
MEM 187.066406 1654976930.5137
MEM 189.171875 1654976930.6238
MEM 189.128906 1654976930.7348
MEM 191.582031 1654976930.8448
MEM 191.585938 1654976930.9517
MEM 191.582031 1654976931.0617
MEM 191.597656 1654976931.1698
MEM 191.597656 1654976931.2808
MEM 191.593750 1654976931.3888
MEM 191.593750 1654976931.4958
MEM 190.449219 1654976931.6067
MEM 189.121094 1654976931.7177
MEM 192.679688 1654976931.8277
MEM 194.449219 1654976931.9388
MEM 196.839844 1654976932.0487
MEM 196.851562 1654976932.1598
MEM 196.843750 1654976932.2718
MEM 196.847656 1654976932.3818
MEM 196.847656 1654976932.4928
MEM 195.699219 1654976932.6027
MEM 200.203125 1654976932.7137
MEM 196.109375 1654976932.8258
MEM 188.910156 1654976932.9358
MEM 190.183594 1654976933.0477
MEM 190.097656 1654976933.1577
MEM 195.042969 1654976933.2688
MEM 197.199219 1654976933.3798
MEM 197.195312 1654976933.4908
MEM 197.195312 1654976933.6017
MEM 197.203125 1654976933.7137
MEM 197.203125 1654976933.8237
MEM 197.199219 1654976933.9347
MEM 196.097656 1654976934.0447
MEM 189.789062 1654976934.1557
MEM 194.851562 1654976934.2657
MEM 194.164062 1654976934.3767
MEM 194.207031 1654976934.4877
MEM 196.843750 1654976934.5977
MEM 199.617188 1654976934.7087
MEM 200.523438 1654976934.8187
MEM 200.574219 1654976934.9287
MEM 200.566406 1654976935.0407
MEM 200.582031 1654976935.1528
MEM 200.582031 1654976935.2637
MEM 200.585938 1654976935.3747
MEM 200.585938 1654976935.4847
MEM 200.585938 1654976935.5958
MEM 199.441406 1654976935.7068
MEM 198.183594 1654976935.8188
MEM 195.992188 1654976935.9297
MEM 200.277344 1654976936.0408
MEM 200.355469 1654976936.1507
MEM 203.300781 1654976936.2597
MEM 207.132812 1654976936.3718
MEM 207.156250 1654976936.4817
MEM 207.156250 1654976936.5928
MEM 207.156250 1654976936.7028
MEM 207.175781 1654976936.8138
MEM 207.171875 1654976936.9248
MEM 207.164062 1654976937.0348
MEM 207.164062 1654976937.1448
MEM 206.019531 1654976937.2558
MEM 211.835938 1654976937.3657
MEM 204.812500 1654976937.4778
MEM 200.992188 1654976937.5878
MEM 202.335938 1654976937.6967
MEM 202.351562 1654976937.8068
MEM 204.796875 1654976937.9178
MEM 204.949219 1654976938.0288
MEM 205.867188 1654976938.1387
MEM 205.867188 1654976938.2498
MEM 205.867188 1654976938.3608
MEM 205.863281 1654976938.4718
MEM 205.863281 1654976938.5817
MEM 205.867188 1654976938.6937
MEM 205.867188 1654976938.8057
MEM 205.871094 1654976938.9137
MEM 205.863281 1654976939.0247
MEM 205.863281 1654976939.1357
MEM 204.730469 1654976939.2477
MEM 199.089844 1654976939.3587
MEM 201.621094 1654976939.4687
MEM 199.312500 1654976939.5797
MEM 199.316406 1654976939.6907
MEM 201.664062 1654976939.8007
MEM 204.203125 1654976939.9127
MEM 205.152344 1654976940.0237
MEM 205.152344 1654976940.1347
MEM 205.144531 1654976940.2447
MEM 205.144531 1654976940.3547
MEM 205.144531 1654976940.4657
MEM 205.171875 1654976940.5777
MEM 205.171875 1654976940.6888
MEM 204.031250 1654976940.7990
MEM 202.753906 1654976940.9100
MEM 203.019531 1654976941.0190
MEM 201.500000 1654976941.1300
MEM 204.011719 1654976941.2420
MEM 211.210938 1654976941.3520
MEM 211.183594 1654976941.4640
MEM 212.421875 1654976941.5750
MEM 218.605469 1654976941.6850
MEM 233.375000 1654976941.7970
MEM 240.863281 1654976941.9070
MEM 256.199219 1654976942.0170
MEM 262.117188 1654976942.1270
MEM 262.117188 1654976942.2380
MEM 265.007812 1654976942.3480
MEM 263.863281 1654976942.4590
MEM 265.859375 1654976942.5690
MEM 263.984375 1654976942.6800
MEM 263.984375 1654976942.7910
MEM 263.984375 1654976942.9010
MEM 264.031250 1654976943.0130
MEM 265.945312 1654976943.1240
MEM 264.035156 1654976943.2330
MEM 264.035156 1654976943.3440
