CMDLINE C:\Users\Aeder\AppData\Local\Programs\Python\Python310\python.exe Run_test.py
MEM 153.324219 1654973696.2694
MEM 153.746094 1654973696.3774
MEM 153.773438 1654973696.4854
MEM 153.773438 1654973696.5944
MEM 150.910156 1654973696.7054
MEM 150.914062 1654973696.8154
MEM 153.968750 1654973696.9244
MEM 154.000000 1654973697.0354
MEM 154.011719 1654973697.1464
MEM 149.031250 1654973697.2594
MEM 155.179688 1654973697.3684
MEM 155.179688 1654973697.4804
MEM 155.210938 1654973697.6034
MEM 155.210938 1654973697.7194
MEM 155.210938 1654973697.8294
MEM 151.273438 1654973697.9394
MEM 155.156250 1654973698.0464
MEM 155.589844 1654973698.1564
MEM 155.601562 1654973698.2744
MEM 156.308594 1654973698.3754
MEM 152.882812 1654973698.4864
MEM 161.863281 1654973698.5954
MEM 162.335938 1654973698.7054
MEM 162.375000 1654973698.8174
MEM 155.929688 1654973698.9284
MEM 150.000000 1654973699.0404
MEM 157.695312 1654973699.1514
MEM 158.523438 1654973699.2624
MEM 158.648438 1654973699.3724
MEM 151.503906 1654973699.4834
MEM 154.406250 1654973699.5934
MEM 159.531250 1654973699.7024
MEM 159.531250 1654973699.8134
MEM 159.531250 1654973699.9244
MEM 152.089844 1654973700.0354
MEM 155.210938 1654973700.1464
MEM 159.953125 1654973700.2574
MEM 159.960938 1654973700.3674
MEM 159.964844 1654973700.4784
MEM 160.031250 1654973700.5884
MEM 163.785156 1654973700.7004
MEM 153.503906 1654973700.8104
MEM 160.015625 1654973700.9214
MEM 160.445312 1654973701.0324
MEM 161.761719 1654973701.1414
MEM 152.382812 1654973701.2524
MEM 156.390625 1654973701.3644
MEM 164.808594 1654973701.4764
MEM 174.562500 1654973701.5874
MEM 189.808594 1654973701.6974
MEM 196.531250 1654973701.8084
MEM 197.195312 1654973701.9194
MEM 198.183594 1654973702.0294
MEM 198.191406 1654973702.1394
MEM 198.195312 1654973702.2504
MEM 198.195312 1654973702.3614
MEM 198.195312 1654973702.4684
MEM 197.054688 1654973702.5781
MEM 199.175781 1654973702.6871
MEM 161.476562 1654973702.7971
MEM 155.769531 1654973702.9071
MEM 158.277344 1654973703.0231
MEM 160.039062 1654973703.1261
MEM 165.246094 1654973703.2381
MEM 173.355469 1654973703.3491
MEM 187.980469 1654973703.4651
MEM 196.015625 1654973703.5691
MEM 197.218750 1654973703.6801
MEM 197.250000 1654973703.7901
MEM 197.277344 1654973703.8991
MEM 197.277344 1654973704.0091
MEM 197.277344 1654973704.1211
MEM 197.277344 1654973704.2331
MEM 197.277344 1654973704.3401
MEM 196.195312 1654973704.4491
MEM 175.488281 1654973704.5611
MEM 161.562500 1654973704.6721
MEM 162.152344 1654973704.7831
MEM 164.207031 1654973704.8901
MEM 171.800781 1654973705.0001
MEM 185.796875 1654973705.1091
MEM 198.195312 1654973705.2201
MEM 198.464844 1654973705.3311
MEM 199.503906 1654973705.4431
MEM 199.601562 1654973705.5541
MEM 199.609375 1654973705.6661
MEM 199.609375 1654973705.7751
MEM 199.609375 1654973705.8871
MEM 199.609375 1654973705.9971
MEM 199.609375 1654973706.1081
MEM 198.761719 1654973706.2201
MEM 158.664062 1654973706.3294
MEM 166.371094 1654973706.4404
MEM 173.503906 1654973706.5498
MEM 180.609375 1654973706.6618
MEM 195.179688 1654973706.7718
MEM 208.371094 1654973706.8838
MEM 209.816406 1654973706.9958
MEM 210.886719 1654973707.1068
MEM 210.992188 1654973707.2178
MEM 211.042969 1654973707.3288
MEM 211.042969 1654973707.4378
MEM 211.070312 1654973707.5478
MEM 211.070312 1654973707.6568
MEM 211.070312 1654973707.7678
MEM 209.933594 1654973707.8788
MEM 215.312500 1654973707.9868
MEM 170.386719 1654973708.0953
MEM 165.214844 1654973708.2053
MEM 168.847656 1654973708.3153
MEM 170.964844 1654973708.4263
MEM 174.023438 1654973708.5343
MEM 183.464844 1654973708.6423
MEM 198.246094 1654973708.7523
MEM 205.710938 1654973708.8623
MEM 207.609375 1654973708.9723
MEM 207.671875 1654973709.0833
MEM 207.683594 1654973709.1943
MEM 207.687500 1654973709.3063
MEM 207.687500 1654973709.4173
MEM 207.687500 1654973709.5293
MEM 207.687500 1654973709.6403
MEM 207.691406 1654973709.7503
MEM 207.855469 1654973709.8613
MEM 169.738281 1654973709.9703
MEM 168.355469 1654973710.0803
MEM 169.917969 1654973710.1893
MEM 176.519531 1654973710.2973
MEM 190.011719 1654973710.4093
MEM 205.746094 1654973710.5203
MEM 207.023438 1654973710.6313
MEM 208.046875 1654973710.7403
MEM 208.082031 1654973710.8513
MEM 208.085938 1654973710.9633
MEM 208.085938 1654973711.0743
MEM 208.105469 1654973711.1863
MEM 208.105469 1654973711.2973
MEM 208.105469 1654973711.4053
MEM 207.128906 1654973711.5153
MEM 206.062500 1654973711.6233
MEM 168.839844 1654973711.7335
MEM 174.078125 1654973711.8445
MEM 181.187500 1654973711.9555
MEM 192.535156 1654973712.0645
MEM 209.261719 1654973712.1745
MEM 211.472656 1654973712.2835
MEM 212.464844 1654973712.3945
MEM 212.500000 1654973712.5045
MEM 212.535156 1654973712.6154
MEM 212.539062 1654973712.7264
MEM 212.542969 1654973712.8364
MEM 212.542969 1654973712.9474
MEM 212.542969 1654973713.0584
MEM 212.542969 1654973713.1694
MEM 215.261719 1654973713.2804
MEM 176.585938 1654973713.3904
MEM 169.238281 1654973713.5014
MEM 174.496094 1654973713.6124
MEM 180.105469 1654973713.7244
MEM 189.417969 1654973713.8354
MEM 206.464844 1654973713.9464
MEM 210.308594 1654973714.0574
MEM 211.351562 1654973714.1694
MEM 211.378906 1654973714.2784
MEM 211.382812 1654973714.3894
MEM 211.382812 1654973714.5004
MEM 211.386719 1654973714.6104
MEM 211.386719 1654973714.7224
MEM 211.386719 1654973714.8334
MEM 210.242188 1654973714.9444
MEM 211.871094 1654973715.0554
MEM 171.726562 1654973715.1674
MEM 170.726562 1654973715.2774
MEM 173.359375 1654973715.3884
MEM 183.007812 1654973715.4994
MEM 197.132812 1654973715.6094
MEM 208.863281 1654973715.7164
MEM 209.101562 1654973715.8254
MEM 210.089844 1654973715.9364
MEM 210.093750 1654973716.0454
MEM 210.109375 1654973716.1544
MEM 210.109375 1654973716.2654
MEM 210.109375 1654973716.3764
MEM 210.109375 1654973716.4864
MEM 209.023438 1654973716.5944
MEM 207.867188 1654973716.7054
MEM 197.496094 1654973716.8174
MEM 201.437500 1654973716.9294
MEM 201.507812 1654973717.0404
MEM 202.078125 1654973717.1524
MEM 212.941406 1654973717.2634
MEM 215.578125 1654973717.3734
MEM 216.585938 1654973717.4824
MEM 215.613281 1654973717.5934
MEM 215.671875 1654973717.7044
MEM 215.660156 1654973717.8144
MEM 216.621094 1654973717.9264
MEM 216.625000 1654973718.0374
MEM 216.628906 1654973718.1474
MEM 216.632812 1654973718.2574
MEM 216.636719 1654973718.3694
MEM 216.640625 1654973718.4814
MEM 216.656250 1654973718.5914
MEM 216.671875 1654973718.7024
MEM 216.687500 1654973718.8144
MEM 216.687500 1654973718.9234
MEM 216.679688 1654973719.0344
MEM 216.683594 1654973719.1454
MEM 216.687500 1654973719.2564
MEM 215.636719 1654973719.3664
MEM 208.445312 1654973719.4764
MEM 208.445312 1654973719.5883
MEM 199.949219 1654973719.6983
MEM 202.457031 1654973719.8103
MEM 203.863281 1654973719.9203
MEM 203.863281 1654973720.0323
MEM 205.335938 1654973720.1443
MEM 209.507812 1654973720.2553
MEM 224.789062 1654973720.3653
MEM 223.589844 1654973720.4743
MEM 227.792969 1654973720.5843
MEM 228.363281 1654973720.6933
MEM 228.402344 1654973720.8013
MEM 229.406250 1654973720.9123
MEM 224.738281 1654973721.0243
MEM 224.750000 1654973721.1353
MEM 224.945312 1654973721.2473
MEM 226.164062 1654973721.3573
MEM 210.507812 1654973721.4673
MEM 203.316406 1654973721.5783
MEM 205.824219 1654973721.6883
MEM 207.117188 1654973721.7983
MEM 207.152344 1654973721.9083
MEM 208.609375 1654973722.0203
MEM 212.835938 1654973722.1303
MEM 224.269531 1654973722.2413
MEM 224.269531 1654973722.3523
MEM 226.277344 1654973722.4643
MEM 228.339844 1654973722.5749
MEM 228.316406 1654973722.6859
MEM 229.273438 1654973722.7969
MEM 226.199219 1654973722.9069
MEM 226.183594 1654973723.0179
MEM 226.191406 1654973723.1299
MEM 224.027344 1654973723.2409
MEM 210.304688 1654973723.3529
MEM 210.347656 1654973723.4649
MEM 209.347656 1654973723.5749
MEM 209.179688 1654973723.6859
MEM 209.195312 1654973723.7969
MEM 209.285156 1654973723.9089
MEM 209.261719 1654973724.0199
MEM 218.941406 1654973724.1299
MEM 222.687500 1654973724.2409
MEM 222.675781 1654973724.3519
MEM 225.324219 1654973724.4639
MEM 225.339844 1654973724.5749
MEM 226.281250 1654973724.6869
MEM 225.199219 1654973724.7979
MEM 225.203125 1654973724.9089
MEM 225.203125 1654973725.0199
MEM 224.097656 1654973725.1309
MEM 210.578125 1654973725.2429
MEM 213.125000 1654973725.3539
MEM 220.375000 1654973725.4639
MEM 224.023438 1654973725.5739
MEM 224.035156 1654973725.6849
MEM 225.449219 1654973725.7959
MEM 227.402344 1654973725.9069
MEM 236.988281 1654973726.0179
MEM 236.988281 1654973726.1289
MEM 240.789062 1654973726.2399
MEM 240.812500 1654973726.3509
MEM 241.753906 1654973726.4629
MEM 239.730469 1654973726.5729
MEM 239.687500 1654973726.6839
MEM 239.687500 1654973726.7949
MEM 238.558594 1654973726.9049
MEM 243.769531 1654973727.0139
MEM 229.761719 1654973727.1245
MEM 212.660156 1654973727.2355
MEM 215.167969 1654973727.3445
MEM 216.464844 1654973727.4535
MEM 216.492188 1654973727.5635
MEM 217.972656 1654973727.6705
MEM 216.371094 1654973727.7795
MEM 228.933594 1654973727.8895
MEM 228.953125 1654973728.0015
MEM 231.867188 1654973728.1135
MEM 231.867188 1654973728.2265
MEM 230.894531 1654973728.3335
MEM 231.851562 1654973728.4455
MEM 231.859375 1654973728.5565
MEM 231.835938 1654973728.6675
MEM 231.855469 1654973728.7785
MEM 230.742188 1654973728.8885
MEM 228.535156 1654973728.9985
MEM 211.863281 1654973729.1095
MEM 208.324219 1654973729.2175
MEM 210.832031 1654973729.3245
MEM 212.125000 1654973729.4335
MEM 212.132812 1654973729.5445
MEM 213.527344 1654973729.6545
MEM 215.500000 1654973729.7645
MEM 226.085938 1654973729.8745
MEM 227.082031 1654973729.9845
MEM 227.082031 1654973730.0925
MEM 227.085938 1654973730.2025
MEM 224.878906 1654973730.3105
MEM 223.613281 1654973730.4195
MEM 219.136719 1654973730.5305
MEM 219.183594 1654973730.6405
MEM 221.691406 1654973730.7485
MEM 225.238281 1654973730.8554
MEM 227.953125 1654973730.9674
MEM 228.027344 1654973731.0764
MEM 227.949219 1654973731.1864
MEM 232.468750 1654973731.2944
MEM 235.667969 1654973731.4024
MEM 236.496094 1654973731.5134
MEM 236.500000 1654973731.6244
MEM 236.503906 1654973731.7344
MEM 235.433594 1654973731.8444
MEM 237.140625 1654973731.9554
MEM 228.191406 1654973732.0664
MEM 214.851562 1654973732.1734
MEM 217.359375 1654973732.2824
MEM 218.652344 1654973732.3914
MEM 218.640625 1654973732.5014
MEM 220.035156 1654973732.6124
MEM 221.074219 1654973732.7224
MEM 226.300781 1654973732.8314
MEM 227.265625 1654973732.9404
MEM 227.265625 1654973733.0474
MEM 226.121094 1654973733.1584
MEM 224.898438 1654973733.2684
MEM 217.386719 1654973733.3799
MEM 212.878906 1654973733.4909
MEM 215.386719 1654973733.6019
MEM 216.675781 1654973733.7139
MEM 216.683594 1654973733.8239
MEM 218.093750 1654973733.9359
MEM 216.585938 1654973734.0459
MEM 225.402344 1654973734.1569
MEM 226.363281 1654973734.2689
MEM 226.363281 1654973734.3789
MEM 226.363281 1654973734.4899
MEM 226.605469 1654973734.6009
MEM 216.339844 1654973734.7129
MEM 218.863281 1654973734.8229
MEM 222.671875 1654973734.9349
MEM 225.417969 1654973735.0449
MEM 225.429688 1654973735.1569
MEM 225.367188 1654973735.2679
MEM 231.015625 1654973735.3789
MEM 234.691406 1654973735.4899
MEM 235.652344 1654973735.6009
MEM 235.656250 1654973735.7119
MEM 234.546875 1654973735.8209
MEM 209.878906 1654973735.9319
MEM 188.964844 1654973736.0424
MEM 181.312500 1654973736.1534
MEM 185.843750 1654973736.2644
MEM 205.378906 1654973736.3744
MEM 210.328125 1654973736.4854
MEM 210.332031 1654973736.5954
MEM 210.656250 1654973736.7054
MEM 210.656250 1654973736.8164
MEM 210.652344 1654973736.9274
MEM 209.597656 1654973737.0384
MEM 208.863281 1654973737.1504
MEM 203.878906 1654973737.2614
MEM 205.218750 1654973737.3714
MEM 208.777344 1654973737.4814
MEM 208.894531 1654973737.5914
MEM 208.894531 1654973737.7014
MEM 209.156250 1654973737.8114
MEM 209.156250 1654973737.9224
MEM 209.156250 1654973738.0324
MEM 209.156250 1654973738.1414
MEM 208.042969 1654973738.2534
MEM 205.531250 1654973738.3644
MEM 208.082031 1654973738.4744
MEM 209.367188 1654973738.5863
MEM 211.855469 1654973738.6973
MEM 212.402344 1654973738.8093
MEM 212.402344 1654973738.9183
MEM 212.644531 1654973739.0293
MEM 212.644531 1654973739.1403
MEM 212.644531 1654973739.2503
MEM 211.523438 1654973739.3613
MEM 209.808594 1654973739.4714
MEM 185.617188 1654973739.5833
MEM 159.492188 1654973739.6943
MEM 179.886719 1654973739.8054
MEM 186.550781 1654973739.9173
MEM 186.550781 1654973740.0283
MEM 186.882812 1654973740.1374
MEM 186.882812 1654973740.2473
MEM 186.882812 1654973740.3563
MEM 185.890625 1654973740.4633
MEM 182.246094 1654973740.5743
MEM 180.335938 1654973740.6853
MEM 181.812500 1654973740.7963
MEM 184.816406 1654973740.9064
MEM 185.832031 1654973741.0143
MEM 185.832031 1654973741.1243
MEM 185.824219 1654973741.2354
MEM 185.824219 1654973741.3443
MEM 185.820312 1654973741.4524
MEM 184.683594 1654973741.5583
MEM 181.984375 1654973741.6697
MEM 188.808594 1654973741.7824
MEM 192.718750 1654973741.8904
MEM 195.316406 1654973742.0014
MEM 195.343750 1654973742.1124
MEM 195.343750 1654973742.2234
MEM 195.332031 1654973742.3344
MEM 195.332031 1654973742.4464
MEM 195.332031 1654973742.5565
MEM 195.332031 1654973742.6671
MEM 195.332031 1654973742.7783
MEM 195.359375 1654973742.8893
MEM 193.000000 1654973742.9991
MEM 185.527344 1654973743.1122
MEM 188.066406 1654973743.2172
MEM 189.218750 1654973743.3272
MEM 189.226562 1654973743.4382
MEM 189.226562 1654973743.5492
MEM 189.222656 1654973743.6602
MEM 189.222656 1654973743.7702
MEM 189.218750 1654973743.8812
MEM 189.218750 1654973743.9932
MEM 188.074219 1654973744.1032
MEM 186.867188 1654973744.2152
MEM 185.675781 1654973744.3242
MEM 186.968750 1654973744.4352
MEM 189.367188 1654973744.5452
MEM 189.363281 1654973744.6572
MEM 189.363281 1654973744.7682
MEM 189.359375 1654973744.8802
MEM 189.359375 1654973744.9912
MEM 189.359375 1654973745.1022
MEM 188.214844 1654973745.2132
MEM 185.628906 1654973745.3243
MEM 186.230469 1654973745.4363
MEM 188.957031 1654973745.5463
MEM 190.140625 1654973745.6563
MEM 190.140625 1654973745.7643
MEM 190.140625 1654973745.8754
MEM 190.160156 1654973745.9834
MEM 190.160156 1654973746.0934
MEM 190.167969 1654973746.2035
MEM 190.167969 1654973746.3135
MEM 189.027344 1654973746.4235
MEM 190.343750 1654973746.5335
MEM 188.199219 1654973746.6406
MEM 193.312500 1654973746.7496
MEM 194.433594 1654973746.8597
MEM 195.406250 1654973746.9676
MEM 195.406250 1654973747.0777
MEM 195.394531 1654973747.1866
MEM 195.394531 1654973747.2967
MEM 195.386719 1654973747.4057
MEM 195.507812 1654973747.5157
MEM 194.019531 1654973747.6265
MEM 187.539062 1654973747.7385
MEM 188.835938 1654973747.8489
MEM 188.847656 1654973747.9599
MEM 193.890625 1654973748.0709
MEM 196.656250 1654973748.1829
MEM 197.640625 1654973748.2939
MEM 197.644531 1654973748.4029
MEM 197.640625 1654973748.5139
MEM 197.644531 1654973748.6239
MEM 197.644531 1654973748.7339
MEM 196.542969 1654973748.8459
MEM 195.429688 1654973748.9529
MEM 194.214844 1654973749.0629
MEM 197.210938 1654973749.1729
MEM 198.562500 1654973749.2849
MEM 198.539062 1654973749.3959
MEM 200.972656 1654973749.5069
MEM 200.894531 1654973749.6179
MEM 200.890625 1654973749.7299
MEM 200.890625 1654973749.8409
MEM 200.890625 1654973749.9519
MEM 200.890625 1654973750.0619
MEM 200.890625 1654973750.1719
MEM 200.890625 1654973750.2829
MEM 200.890625 1654973750.3939
MEM 199.746094 1654973750.5049
MEM 201.046875 1654973750.6159
MEM 197.445312 1654973750.7259
MEM 205.179688 1654973750.8379
MEM 205.164062 1654973750.9489
MEM 207.609375 1654973751.0609
MEM 207.531250 1654973751.1729
MEM 207.535156 1654973751.2839
MEM 207.527344 1654973751.3949
MEM 207.527344 1654973751.5059
MEM 207.511719 1654973751.6159
MEM 207.511719 1654973751.7269
MEM 207.511719 1654973751.8389
MEM 207.511719 1654973751.9489
MEM 207.511719 1654973752.0599
MEM 209.097656 1654973752.1709
MEM 204.941406 1654973752.2829
MEM 198.941406 1654973752.3909
MEM 202.757812 1654973752.5019
MEM 202.757812 1654973752.6106
MEM 205.195312 1654973752.7211
MEM 205.410156 1654973752.8321
MEM 206.367188 1654973752.9441
MEM 206.363281 1654973753.0541
MEM 206.363281 1654973753.1651
MEM 206.355469 1654973753.2771
MEM 206.355469 1654973753.3891
MEM 206.351562 1654973753.5001
MEM 206.351562 1654973753.6111
MEM 206.347656 1654973753.7231
MEM 206.347656 1654973753.8341
MEM 206.343750 1654973753.9441
MEM 205.250000 1654973754.0541
MEM 201.746094 1654973754.1651
MEM 204.292969 1654973754.2751
MEM 203.082031 1654973754.3871
MEM 203.089844 1654973754.4991
MEM 205.515625 1654973754.6101
MEM 205.367188 1654973754.7211
MEM 206.308594 1654973754.8321
MEM 206.308594 1654973754.9421
MEM 206.312500 1654973755.0531
MEM 206.312500 1654973755.1641
MEM 206.312500 1654973755.2751
MEM 206.312500 1654973755.3861
MEM 206.312500 1654973755.4971
MEM 205.171875 1654973755.6081
MEM 202.664062 1654973755.7191
MEM 202.679688 1654973755.8282
MEM 205.210938 1654973755.9382
MEM 203.691406 1654973756.0502
MEM 206.203125 1654973756.1612
MEM 213.378906 1654973756.2718
MEM 213.347656 1654973756.3818
MEM 214.593750 1654973756.4938
MEM 220.066406 1654973756.6038
MEM 228.101562 1654973756.7138
MEM 242.019531 1654973756.8248
MEM 257.234375 1654973756.9358
MEM 263.375000 1654973757.0448
MEM 263.375000 1654973757.1548
MEM 265.984375 1654973757.2648
MEM 265.988281 1654973757.3758
MEM 266.703125 1654973757.4868
MEM 264.828125 1654973757.5958
MEM 264.851562 1654973757.7068
